ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,NIVEL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?
rtpkmn7p8nankzaatfyoxtwdrtpkmn7p,26,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano
rt6u6lcdovwziyc8rt6fy7jgmtm2zuwr,24,22-24,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (graduação),,,,,,,,,
rspjzp9zx874d99te0rspj1ppk92qckh,26,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Internet/Ecommerce,de 501 a 1.000,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rspjrzer4n5k5jiyqxrspjrzmax8q7rq,31,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,Paraná (PR),PR,Sul,FALSE,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Varejo,Acima de 3.000,FALSE,,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano
rsh2zxw7gnvlq2zg232rwumrsh2zxw7g,24,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 501 a 1.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos
rsedipysx9rx6u98ia475rsedipnze97,42,40-44,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,TRUE,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,de 1 a 5,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Mais de 10 anos
rrn4lf0i72swq7rrn4zj9mjaotnfhiu3,31,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Distrito Federal (DF),DF,Centro-oeste,FALSE,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,TRUE,Team Leader/Tech Leader,,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rr7lcfjbjhiaf4qt7trr7lcf4hrcp590,27,25-29,Masculino,Branca,Não,,,TRUE,Alagoas (AL),AL,Nordeste,TRUE,,Estudante de Graduação,Química / Física,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 501 a 1.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos
rr54cfsum45uog1hswphrr54cfsxqcw2,25,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sudeste,Graduação/Bacharelado,Outra opção,Servidor Público,Outra Opção,de 6 a 10,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rr30180bexpmxdyprr301kycq873vmq9,50,50-54,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,FALSE,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 1 a 5,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos
rqb54jq3tiows2go7mjrqb54zl9jw6wt,37,35-39,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Internet/Ecommerce,de 11 a 50,TRUE,Diretor/VP,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rpjr4lt7uih78zzrpjr4lh3l7d1wj5p6,36,35-39,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Quantidade de oportunidades de emprego/vagas recebidas,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,TRUE,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rpa83db1pf97fnuijxrpa8vcxcy3prp6,33,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rosi2x1lgrfcauatbduqojrosi2xg469,31,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,Acima de 3.000,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano
rol316xrhlhnvblckwzj9orol316x5es,49,45-49,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Paraná (PR),PR,Sul,FALSE,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rokmuw1rohgkttqx2mrokm1f1wjk4zxe,28,25-29,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano
rnngrdlpj7cig3irnngreyrxlkpenssc,31,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,São Paulo (SP),SP,Sudeste,FALSE,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Acima de 3.000,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rn3lyt2b43xdpfa6rq82ywrn3lyt2lrx,32,30-34,Masculino,Branca,Não,,,TRUE,Goiás (GO),GO,Centro-oeste,TRUE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 501 a 1.000,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 1 a 2 anos
rn31hm8sufea4h1soi1xkgrn31hma8ng,29,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,TRUE,Team Leader/Tech Leader,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rmdwiikoizh236pfowlyrmdwi4dx06xc,27,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 1.001 a 3.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rma89ut3e43740prma89qoi6c593oq88,32,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,de 1 a 2 anos
rm4bhj0yeqvyij9lq8rm4bjsd7yb6rsy,35,35-39,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Agronegócios,de 1.001 a 3.000,FALSE,,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rm0t0h17475mclyto9rm0t0hi4tnwx4f,25,25-29,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,TRUE,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área da Saúde,de 101 a 500,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos
rliqnudmndvphy5pjk46zrliqnudp3ya,25,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Atenção dada pelas pessoas diante das minhas opiniões e ideias,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 11 a 50,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rl96zaca0y5ptr7etarl96za0kvikpq7,28,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rl88e5hddo6flc14kprl88eh4yl01fi9,29,25-29,Masculino,Branca,Não,,,TRUE,Pernambuco (PE),PE,Nordeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Menos de 1 ano
rkiq3sc3vi6mwm58y6trkxx9hd3r43fm,36,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Rio Grande do Sul (RS),RS,Sul,TRUE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desempregado e não estou buscando recolocação,,,,,,,,,
rkhx0yugfow4s7mfrkhxcfvuxfbiv4fx,25,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área de Consultoria,de 501 a 1.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Menos de 1 ano
rkckc28tnfag4b9xnrkck1dl4k5ansjf,34,30-34,Masculino,Branca,Não,,,TRUE,Distrito Federal (DF),DF,Centro-oeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Setor Público,de 11 a 50,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano
rkbjq088koutabwj8izrkbjq0884147w,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Finanças ou Bancos,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rk406soljr4zmc32xitlrk406vzpfcfx,30,30-34,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Mestrado,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 3 a 4 anos
rjzp7ip4nk3agdnx8rjcx12u3geo6ey4,30,30-34,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 501 a 1.000,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 7 a 10 anos
rjnkwe38h7s8x1yrjndnh2g1p17v66am,32,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Senioridade das vagas recebidas em relação à sua experiência",TRUE,Pernambuco (PE),PE,Nordeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,
rjlgglot96uw1trjlggl3ub4ib5ovwlu,23,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Ceará (CE),CE,Nordeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rjjdtzqx108fdw67brjjdtzdr176v6a5,37,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,FALSE,,,,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,de 7 a 10 anos
rj7wt5j9ij1m7x4jbrj7wt5b11osz4y1,32,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 101 a 500,FALSE,,Analista de Suporte/Analista Técnico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano
risrtrf34wl1b3f83risrxs41br2h8so,29,25-29,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área da Saúde,de 11 a 50,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
riaga5ncezag4drvriagap8r08z0kkm1,26,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano
ri29h9x07f2u6g91zrdri29h97d1icov,38,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Aprovação em processos seletivos/entrevistas",TRUE,Goiás (GO),GO,Centro-oeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de 501 a 1.000,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 7 a 10 anos
rhysibvoa4kv0pr9xmjrhysibotyi7d0,27,25-29,Masculino,Branca,Não,,,TRUE,Goiás (GO),GO,Centro-oeste,TRUE,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Setor Público,de 1.001 a 3.000,FALSE,,Economista,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rhy4f8quc1s90luxkorhy4fj1sue0mtz,28,25-29,Masculino,Branca,Não,,,TRUE,Distrito Federal (DF),DF,Centro-oeste,TRUE,,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rhldevwikbr3rh1k1ki0y96cjf3kqxin,29,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,FALSE,,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rhg3pbg9ad32w52a4rhg3p1n0rfbzrgj,30,30-34,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Mestrado,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,Acima de 3.000,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos
rhfe8noj1c8fja0us3rhfe8b1ecd93q0,32,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Imobiliário/ Construção Civil,Acima de 3.000,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos
rhf6djfvbacw6gindrhf6dg411bgys0o,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Mestrado,Outras Engenharias,Empregado (CLT),Área da Saúde,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rhejx3xp0pu7b0ggy2xrhejghufq3hbc,23,22-24,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Outras Engenharias,Estagiário,Educação,de 51 a 100,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,de 1 a 2 anos
rhcxo09vlidtkro5erhcxnpjx5t2k92x,27,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rh21iqrocp6mtf5a4qmrh21iqqg0jleb,41,40-44,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de 501 a 1.000,TRUE,Supervisor/Coordenador,,,de R$ 20.001/mês a R$ 25.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rg9m8atv32ysykr98ziqovsxdbrg9m8a,30,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 7 a 10 anos
rg78841aqo24grg785ppqz9z9d3hheso,35,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Outra opção,Empregado (CLT),Setor Alimentício,Acima de 3.000,FALSE,,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rg665g3gfw9ub72wbbh3rg665genga3j,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Atenção dada pelas pessoas diante a minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rg64in3gbh6kroqq834wnrg64in33fjb,45,45-49,Masculino,Branca,Não,,,TRUE,Alagoas (AL),AL,Nordeste,TRUE,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 101 a 500,TRUE,Team Leader/Tech Leader,,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Mais de 10 anos
rg19rhzdg20eu2xvegjti3exrg19rhzd,23,22-24,Masculino,Branca,Não,,,TRUE,Bahia (BA),BA,Nordeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 6 a 10,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
rfsjpsq0tvn15d8qnjxrfsjpsuo1r8tq,52,50-54,Masculino,Branca,Não,,,TRUE,Bahia (BA),BA,Nordeste,FALSE,Sul,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Imobiliário/ Construção Civil,de 51 a 100,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Menos de 1 ano
rfs3dskv9us7xrmd235758rfs3dsy1qw,45,45-49,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Acima de 3.000,FALSE,,Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
